Name,Size,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,Overall
Giant Wolf Spider,Medium,13,0.4881656804733728,12,16,13,3,12,4,0,2,0,0,0,0,0.25,60
Gibbering Mouther,Medium,9,2.9733727810650885,10,8,16,3,10,6,0,0,0,0,0,1,2,53
Giff,Medium,16 (breastplate),2.662721893491124,18,14,17,11,12,12,0,0,0,0,0,0,3,84
Giff Shipmate,Medium,12,3.328402366863905,18,14,17,11,12,12,0,0,0,0,0,0,3,84
Giff Shock Trooper,Medium,18 (plate),4.127218934911243,20,14,18,11,12,13,3,3,0,0,0,0,6,88
Giff Warlord,Medium,17 (half plate),7.899408284023668,22,15,18,14,14,18,4,3,0,0,0,0,10,101
Gingwatzim,Small,12,1.7307692307692306,3,15,16,4,11,6,0,0,0,0,1,1,2,55
Girallon,Large,13,2.618343195266272,18,16,16,5,12,7,0,2,0,0,0,0,4,74
Girallon Zombie,Large,11 (natural armor),2.618343195266272,18,12,16,3,7,5,0,0,0,0,1,1,3,61
Githyanki Buccaneer,Medium,16 (breastplate),2.57396449704142,16,14,14,16,13,13,3,4,0,0,0,0,3,86
Githyanki Gish,Medium,17 (half plate),5.769230769230769,17,15,14,16,15,16,3,3,0,0,0,0,10,93
Githyanki Kith'rak,Medium,18 (plate),7.988165680473372,18,16,17,16,15,17,3,2,0,0,0,0,12,99
Githyanki Knight,Medium,18 (plate armor),4.038461538461538,16,14,15,14,14,15,3,0,0,0,0,0,8,88
Githyanki Star Seer,Medium,13 (mage armor),4.881656804733727,11,11,14,19,16,14,3,2,0,1,0,0,7,85
Githyanki Supreme Commander,Medium,18 (plate),8.298816568047338,19,17,18,16,16,18,3,2,0,0,0,0,14,104
Githyanki Warrior,Medium,17 (half plate armor),2.1745562130177514,15,14,12,13,13,10,3,0,0,0,0,0,3,77
Githyanki Xenomancer,Medium,14,6.967455621301775,14,18,17,15,18,13,3,4,0,0,0,0,9,95
Githzerai Anarch,Medium,20 (psychic defense),6.390532544378698,16,21,18,18,20,14,4,3,0,0,0,0,16,107
Githzerai Enlightened,Medium,18 (psychic defense),4.970414201183432,14,19,16,17,19,13,4,3,0,0,0,0,10,98
Githzerai Monk,Medium,14,1.6863905325443787,12,15,12,13,14,10,4,2,0,0,0,0,2,76
Githzerai Zerth,Medium,17,3.727810650887574,13,18,15,16,17,12,4,3,0,0,0,0,6,91
Glabrezu,Large,17 (natural armor),6.967455621301775,20,15,21,19,17,16,4,0,0,5,1,1,9,108
Gladiator,Medium,"16 (studded leather, shield)",4.970414201183432,18,15,16,10,12,15,3,2,0,0,0,0,5,86
Glass Pegasus,Large,15 while animated and 13 otherwise,2.618343195266272,18,15,16,10,15,13,3,1,0,0,0,5,2,87
Glasswork Golem,Medium,13 (natural armor),1.5976331360946745,13,10,10,1,10,1,3,0,0,0,2,8,2,45
Gloamwing,Large,16 (natural armor),6.035502958579881,20,16,17,2,11,6,2,2,0,3,1,4,8,72
Gloomstalker,Large,15 (natural armor),3.994082840236686,22,16,14,5,17,14,2,4,1,0,0,0,6,88
Gnoll,Medium,"15 (hide armor, shield)",0.9763313609467456,14,12,11,6,10,7,0,0,0,0,0,0,0.5,60
Gnoll Fang of Yeenoghu,Medium,14 (hide armor),2.8846153846153846,17,15,15,10,11,13,3,0,0,0,0,0,4,81
Gnoll Flesh Gnawer,Medium,14 (studded leather),0.9763313609467456,12,14,12,8,10,8,1,0,0,0,0,0,1,64
Gnoll Hunter,Medium,13 (leather armor),0.9763313609467456,14,14,12,8,12,8,0,2,0,0,0,0,0.5,68
Gnoll Pack Lord,Medium,15 (chain shirt),2.1745562130177514,16,14,13,8,11,9,0,0,0,0,0,0,2,71
Gnoll Vampire,Medium,17 (natural armor),4.127218934911243,20,18,18,6,12,9,2,0,0,3,0,0,8,83
Gnoll Witherling,Medium,12 (natural armor),0.4881656804733728,14,8,12,5,5,5,0,0,0,0,1,2,0.25,49
Gnome Ceremorph,Small,16 (breastplate),2.57396449704142,6,14,12,19,17,17,3,6,0,0,0,0,5,85
Gnome Squidling,Small,8,0.4437869822485207,4,7,10,4,10,3,0,0,0,0,0,0,0.5,38
Goat,Medium,10,0.17751479289940827,12,10,11,2,10,5,0,0,0,0,0,0,0,50
Goblin,Small,"15 (leather armor, shield)",0.3106508875739645,8,14,10,10,8,8,0,1,0,0,0,0,0.25,58
Goblin Boss,Small,"17 (chain shirt, shield)",0.9319526627218935,10,14,10,10,8,10,0,1,0,0,0,0,1,62
Goblin Commoner,Small,10,0.1331360946745562,8,10,10,10,10,10,0,0,0,0,0,0,0,58
Goblin Gang Member,Small,14 (leather armor),0.4437869822485207,8,16,10,10,10,8,0,1,0,0,0,0,0.25,62
Gold Dragon Wyrmling,Medium,17 (natural armor),2.662721893491124,19,14,17,14,11,16,4,2,0,0,1,0,3,91
Gold Greatwyrm,Gargantuan,22 (natural armor),25.07396449704142,30,16,29,21,22,30,5,3,0,0,1,3,28,148
Gold-Forged Sentinel,Large,16 (natural armor),3.3727810650887573,18,13,19,3,16,10,0,1,0,0,2,5,5,79
Golden Stag,Large,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,56
Golgari Shaman,Medium,14 (hide armor),3.905325443786982,11,15,12,12,17,16,2,4,0,0,0,0,5,83
Goliath Warrior,Medium,12 (hide armor),2.9733727810650885,18,11,16,10,15,10,0,3,0,1,0,0,3,80
Goliath Werebear,Medium,"10 in humanoid form, 12 (natural armor) in bear or hybrid form",7.144970414201183,20,10,18,10,15,10,0,3,1,1,3,0,8,83
Gorgon,Large,19 (natural armor),5.059171597633136,20,11,18,2,12,7,0,1,0,0,0,1,5,70
Goristro,Huge,19 (natural armor),13.75739644970414,25,11,25,6,13,14,4,1,0,5,1,1,17,94
Gorzil's Gang Troglodyte,Medium,14 (breastplate),0.5769230769230769,14,10,14,6,10,6,0,1,0,0,0,0,0.25,60
Gray Ooze,Medium,8,0.9763313609467456,12,6,16,1,6,2,0,1,0,3,0,6,0.5,43
Gray Render,Large,19 (natural armor),8.38757396449704,19,13,20,3,6,8,2,1,0,0,0,0,12,69
Gray Scavver,Medium,12 (natural armor),0.8431952662721893,16,13,15,1,10,1,0,0,0,0,0,0,0.25,56
Gray Slaad,Medium,18 (natural armor),5.636094674556213,17,17,16,13,8,14,0,2,0,5,0,0,9,85
Graz'zt,Large,20 (natural armor),15.355029585798816,22,15,21,23,21,26,3,3,0,3,3,4,24,128
Greater Death Dragon,Huge,16 (natural armor),10.207100591715976,23,10,20,11,14,10,2,2,0,1,2,2,14,88
Greater Star Spawn Emissary,Huge,15 (natural armor),12.8698224852071,24,13,26,27,22,25,4,2,0,4,0,2,21,137
Greater Zombie,Medium,15 (natural armor),4.304733727810651,18,10,17,4,6,6,1,0,0,2,1,5,5,61
Green Abishai,Medium,18 (natural armor),8.653846153846153,12,17,16,17,12,19,2,4,0,3,2,1,15,93
Green Dragon Wyrmling,Medium,17 (natural armor),1.6863905325443787,15,12,13,14,11,13,4,2,0,0,1,1,2,78
Green Greatwyrm,Gargantuan,22 (natural armor),23.653846153846153,30,14,30,21,20,26,4,3,0,0,1,3,27,141
Green Hag,Medium,17 (natural armor),3.6390532544378695,18,12,16,13,14,14,0,4,0,0,0,0,3,87
Green Slaad,Large,16 (natural armor),5.636094674556213,18,15,16,11,8,12,0,2,0,5,0,0,8,80
Grell,Medium,12,2.4408284023668636,15,14,13,12,11,9,0,2,0,0,1,2,3,74
Gremishka,Tiny,12,0.4437869822485207,6,14,10,12,11,4,0,0,0,0,0,0,0.125,57
Grick,Medium,14 (natural armor),1.198224852071006,14,14,11,3,14,5,0,0,0,3,0,0,2,61
Grick Alpha,Large,18 (natural armor),3.328402366863905,18,16,15,4,14,9,0,0,0,3,0,0,7,76
Griffon,Large,12,2.618343195266272,18,15,16,2,13,8,0,1,0,0,0,0,2,72
Griffon Cavalry Rider,Medium,17 (half plate armor),2.57396449704142,14,15,14,10,12,10,0,3,0,0,0,0,2,75
Grimlock,Medium,11,0.4881656804733728,16,12,12,9,8,6,0,3,0,0,0,1,0.25,63
Grippli Warrior,Small,12,0.5769230769230769,10,15,12,10,14,10,0,3,0,0,0,0,0.25,71
Groff,Large,13 (natural armor),3.0177514792899407,20,10,17,4,13,7,0,2,0,0,0,0,4,71
Grung,Small,12,0.4881656804733728,7,14,15,10,11,10,1,4,0,0,1,1,0.25,67
Grung Elite Warrior,Small,13,2.1745562130177514,7,16,15,10,11,12,1,4,0,0,1,1,2,71
Grung Wildling,Small,16 (natural armor),1.198224852071006,7,16,15,10,15,11,1,4,0,0,1,1,1,74
Guard,Medium,"16 (chain shirt, shield)",0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,68
Guard Drake,Medium,14 (natural armor),2.3076923076923075,16,11,16,4,10,7,0,1,0,0,0,0,2,64
Guardian Giant,Huge,"19 (half plate armor, shield)",6.079881656804734,24,17,22,10,18,12,2,2,0,0,0,0,8,103
Guardian Naga,Large,18 (natural armor),5.636094674556213,19,18,16,16,19,18,5,0,0,0,1,2,10,106
Guardian Portrait,Medium,5 (natural armor),0.9763313609467456,1,1,10,14,10,10,0,0,0,0,1,9,1,46
Guardian Wolf,Huge,14 (natural armor),2.9289940828402363,22,14,16,5,12,8,0,2,0,0,0,0,4,77
Gynosphinx,Large,17 (natural armor),6.035502958579881,18,15,16,18,18,18,0,4,0,3,1,2,11,103
Hadozee Explorer,Medium,15 (studded leather),2.1745562130177514,11,17,13,13,17,14,2,4,0,0,0,0,2,85
Hadozee Shipmate,Medium,12,0.3994082840236686,11,14,11,10,14,12,2,2,0,0,0,0,0.125,72
Hadozee Warrior,Medium,16 (breastplate),0.7100591715976331,11,16,13,10,13,12,2,3,0,0,0,0,0.5,75
Hadrosaurus,Large,11 (natural armor),0.8431952662721893,15,10,13,2,10,5,0,1,0,0,0,0,0.25,55
Hag of the Fetid Gaze,Medium,17 (natural armor),3.6390532544378695,18,12,16,13,14,14,0,4,0,0,0,0,3,87
Haint,Medium,12,3.328402366863905,7,15,17,10,13,17,0,2,0,5,3,9,7,79
Halaster Horror,Medium,"20 (plate armor, shield)",2.662721893491124,18,13,16,10,10,10,0,1,0,3,3,8,4,77
Half-Blue Dragon Gladiator,Medium,"16 (studded leather, shield)",4.970414201183432,18,15,16,10,12,15,3,2,0,1,0,0,5,86
Half-Green Dragon Assassin,Medium,15 (studded leather),3.4615384615384612,11,16,14,13,11,10,2,4,0,1,0,0,8,75
Half-Ogre (Ogrillon),Large,12 (hide armor),1.331360946745562,17,10,14,7,9,10,0,0,0,0,0,0,1,67
Half-Red Dragon Gladiator,Medium,"16 (studded leather, shield)",4.970414201183432,18,15,16,10,12,15,3,2,0,1,0,0,5,86
Half-Red Dragon Veteran,Medium,18 (plate armor),2.8846153846153846,16,13,14,10,11,10,0,2,0,1,0,0,5,74
Hare,Tiny,13,0.04437869822485207,1,17,9,2,11,4,0,2,0,0,0,0,0,44
Harengon Brigand,Medium,14 (leather armor),0.3994082840236686,14,17,11,10,11,10,1,2,0,0,0,0,0.125,73
Harengon Sniper,Medium,14 (leather armor),0.3994082840236686,10,17,11,10,13,10,1,3,0,0,0,0,0.25,71
Harpy,Medium,11,1.6863905325443787,12,13,12,7,10,13,0,0,0,0,0,0,1,67
Harpy Matriarch,Medium,14 (natural armor),3.905325443786982,13,16,12,9,10,16,2,1,0,0,0,0,5,76
Hashalaq Quori,Medium,17 (natural armor),4.393491124260355,12,14,13,18,16,18,2,4,0,1,0,2,9,91
Hawk,Tiny,13,0.04437869822485207,5,16,8,2,14,6,0,1,0,0,0,0,0,51
Headless Iron Golem,Large,20 (natural armor),6.65680473372781,24,9,20,3,11,1,0,0,0,0,5,6,10,68
Hell Hound,Medium,15 (natural armor),1.997041420118343,17,12,14,6,13,6,0,1,0,0,1,0,3,68
Hellfire Engine,Huge,18 (natural armor),9.585798816568047,20,16,24,2,10,1,3,0,0,4,2,7,16,73
Hellwasp,Large,19 (natural armor),2.3076923076923075,18,15,12,10,10,7,2,0,1,0,1,0,5,72
Hellwasp Grub,Small,13 (natural armor),0.17751479289940827,5,14,12,1,7,3,0,0,0,0,0,0,0.25,42
Helmed Horror,Medium,"20 (plate armor, shield)",2.662721893491124,18,13,16,10,10,10,0,1,0,3,3,8,4,77
Hezrou,Large,16 (natural armor),6.035502958579881,19,17,20,5,12,13,3,0,0,5,1,1,8,86
Hill Giant,Huge,13 (natural armor),4.659763313609467,21,8,19,5,9,6,0,1,0,0,0,0,5,68
Hill Giant Sergeant,Huge,16 (chain mail),5.103550295857988,21,8,19,5,9,6,0,1,0,0,0,0,5,68
Hill Giant Servant,Large,11 (hide armor),2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,62
Hill Giant Subchief,Huge,17 (natural armor),5.59171597633136,23,15,20,10,12,9,3,2,0,0,0,0,7,89
Hippocamp,Large,13 (natural armor),0.9763313609467456,14,15,11,5,10,6,0,0,0,1,0,0,0.5,61
Hippogriff,Large,11,0.8431952662721893,17,13,13,2,12,8,0,1,0,0,0,0,1,65
Hoard Mimic,Huge,14 (natural armor),5.458579881656805,21,12,17,10,16,10,2,2,0,0,0,1,8,86
Hoard Scarab,Tiny,14 (natural armor),0.3106508875739645,4,16,11,3,8,6,0,0,0,0,0,0,0.125,48
Hobgoblin,Medium,"18 (chain mail, shield)",0.4881656804733728,13,12,12,10,10,9,0,0,0,0,0,0,0.5,66
Hobgoblin Captain,Medium,17 (half plate armor),1.7307692307692306,15,14,14,12,10,13,0,0,0,0,0,0,3,78
Hobgoblin Devastator,Medium,13 (studded leather),1.997041420118343,13,12,14,16,13,11,0,1,0,0,0,0,4,79
Hobgoblin Iron Shadow,Medium,15 (Unarmored Defense),1.4201183431952662,14,16,15,14,15,11,0,3,0,0,0,0,2,85
Hobgoblin Warlord,Medium,"20 (plate armor, shield)",4.304733727810651,16,14,16,14,11,15,3,0,0,0,0,0,6,86
Hollow Dragon,Huge,19 (natural armor),10.695266272189349,23,12,21,16,13,21,4,3,0,1,2,6,18,106
Hollyphant,Small,18 (natural armor),1.5976331360946745,10,11,12,16,19,16,3,0,0,3,1,1,5,84
Homunculus,Tiny,13 (natural armor),0.22189349112426035,4,15,11,10,10,7,0,0,0,0,1,2,0,57
Homunculus Servant,Tiny,13 (natural armor),0.04437869822485207,4,15,12,10,10,7,1,2,0,0,1,2,0,58
Hook Horror,Large,15 (natural armor),3.328402366863905,18,10,15,6,12,7,0,1,0,0,0,0,3,68
Hook Horror Spore Servant,Medium,15 (natural armor),3.328402366863905,18,10,15,2,6,1,0,0,0,1,0,4,3,52
Horizonback Tortoise,Gargantuan,"17 (natural armor), 22 while in its shell",10.07396449704142,28,3,25,4,10,5,2,0,0,0,1,1,8,75
Horncaller,Medium,13 (hide armor),1.7307692307692306,13,12,14,10,14,13,0,3,0,0,0,0,1,76
Horned Devil,Large,18 (natural armor),7.899408284023668,22,17,21,12,16,17,4,0,0,3,2,1,11,105
Howler,Large,16 (natural armor),3.994082840236686,17,16,15,5,14,6,0,1,0,5,0,1,8,73
Howling Hatred Initiate,Medium,13 (leather armor),0.3994082840236686,10,15,10,10,9,11,0,3,0,0,0,0,0.125,65
Howling Hatred Priest,Medium,15 (studded leather),1.997041420118343,12,16,10,14,10,14,0,3,0,0,0,0,2,76
Huge Giant Crab,Huge,15 (natural armor),7.144970414201183,20,15,20,1,9,3,0,1,0,0,0,3,8,68
Huge Gray Ooze,Huge,8,6.745562130177515,18,6,16,1,6,2,0,1,0,3,0,6,8,49
Huge Ochre Jelly,Huge,8,2.2633136094674553,15,6,14,2,6,1,0,0,0,1,2,6,2,44
Huge Polar Bear,Huge,12 (natural armor),2.8846153846153846,20,10,16,2,13,7,0,1,0,0,0,0,2,68
Huge Stone Golem,Huge,17 (natural armor),8.653846153846153,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Hulking Crab,Huge,17 (natural armor),3.3727810650887573,19,8,16,3,11,3,0,1,0,0,0,0,5,60
Hulking Shadow,Large,14 (natural armor),5.902366863905325,20,9,18,3,8,1,0,0,0,0,5,6,9,59
Hundred-Handed One,Huge,15 (natural armor),10.784023668639053,26,15,25,14,16,16,2,2,0,0,0,1,15,112
Hungry Sorrowsworn,Medium,17 (natural armor),9.985207100591715,19,10,17,6,11,6,0,0,0,3,0,0,11,69
Hunter Shark,Large,12 (natural armor),1.997041420118343,18,13,15,1,10,4,0,1,0,0,0,0,2,61
Hurricane,Medium,14,1.4644970414201182,12,16,13,10,12,10,0,1,0,0,0,0,2,73
Husk Zombie,Medium,10,1.6420118343195265,16,10,16,3,6,5,2,0,0,0,1,1,1,56
Hutijin,Large,19 (natural armor),8.875739644970414,27,15,25,23,19,25,3,2,0,3,2,4,21,134
Hybrid Brute,Medium,18 (natural armor),2.3076923076923075,18,11,15,8,11,9,0,0,0,0,0,0,2,72
Hybrid Flier,Medium,13,1.7307692307692306,12,16,14,11,10,11,0,0,0,1,0,0,2,74
Hybrid Poisoner,Medium,14,1.1538461538461537,12,19,14,12,13,12,2,3,0,0,1,1,1,82
Hybrid Shocker,Medium,12,1.7307692307692306,13,14,14,10,12,9,0,0,0,0,1,0,1,72
Hybrid Spy,Medium,13,0.9763313609467456,11,17,12,13,14,9,0,2,0,0,0,0,0.5,76
Hydra,Huge,15 (natural armor),7.633136094674556,20,12,20,2,10,7,0,1,0,0,0,0,8,71
Hydroloth,Medium,15,5.991124260355029,12,21,16,19,10,14,0,2,1,4,2,1,9,92
Hyena,Medium,11,0.22189349112426035,11,13,12,2,12,5,0,1,0,0,0,0,0,55
Hypnos Magen,Medium,12,1.5088757396449703,10,14,18,14,10,7,0,0,0,0,1,5,1,73
Hythonia,Large,17 (natural armor),8.831360946745562,21,17,19,14,16,18,3,4,0,0,1,3,17,105
Ice Devil,Large,18 (natural armor),7.988165680473372,21,14,18,18,15,18,4,0,0,3,3,1,14,104
Ice Mephit,Small,11,0.9319526627218935,7,13,10,9,11,12,0,2,2,0,2,1,0.5,62
Ice Piercer,Medium,15 (natural armor),0.9763313609467456,10,13,16,1,7,3,0,1,0,0,1,0,0.5,50
Ice Spider,Large,14 (natural armor),1.1538461538461537,14,16,12,2,11,4,0,1,0,1,0,0,1,59
Ice Spider Queen,Large,14 (natural armor),1.952662721893491,14,16,12,2,11,4,0,1,0,1,0,0,2,59
Ice Toad,Medium,12 (natural armor),1.4201183431952662,13,10,14,8,10,6,0,1,0,0,1,0,1,61
Ice Troll,Large,16 (natural armor),5.103550295857988,18,8,22,7,9,7,0,1,0,0,1,0,8,71
Ice Troll,Large,15 (natural armor),3.727810650887574,18,13,20,7,9,7,0,1,0,1,0,0,5,74
Icewind Kobold,Small,14 (hide armor),0.3994082840236686,7,15,12,8,8,8,2,3,0,0,0,0,0.125,58
Icewind Kobold Zombie,Small,9 (scraps of hide armor),0.8431952662721893,8,6,16,3,6,3,1,0,0,0,1,1,0.125,42
Illithilich,Medium,17 (natural armor),5.991124260355029,11,16,16,20,14,16,3,4,0,3,3,5,22,93
Illusionist Wizard,Medium,12 (15 with mage armor),1.952662721893491,9,14,13,16,11,12,2,2,0,0,0,0,3,75
Immortal Lotus Monk,Medium,15 (Unarmored Defense),2.8846153846153846,12,16,14,11,14,10,0,3,0,0,0,0,5,77
Imp,Tiny,13,0.4437869822485207,6,17,13,11,12,14,0,4,0,3,2,1,1,73
Incomplete Dragon Skeleton,Large,15 (natural armor),2.57396449704142,15,16,12,15,15,16,0,0,0,0,1,4,4,89
Incubus,Medium,15 (natural armor),2.9289940828402363,8,17,13,15,12,20,0,5,0,6,0,0,4,85
Indentured Spirit,Medium,11,0.5769230769230769,7,13,10,10,12,11,0,0,0,6,3,9,1,63
Infant Basilisk,Tiny,11 (natural armor),0.17751479289940827,10,8,15,2,8,7,0,0,0,0,0,0,0,50
Infant Hook Horror,Tiny,10 (natural armor),0.17751479289940827,9,10,15,6,12,7,0,1,0,0,0,0,0,59
Inkling Mascot,Tiny,13,0.7988165680473372,10,16,14,6,7,11,0,1,0,0,1,5,0.25,64
Inquisitor of the Mind Fire,Medium,16 (breastplate),3.4171597633136095,10,14,12,17,16,19,3,2,0,0,0,2,8,88
Inquisitor of the Sword,Medium,16 (breastplate),4.038461538461538,12,14,14,15,18,16,3,4,0,0,0,2,8,89
Inquisitor of the Tome,Medium,11,3.4171597633136095,10,12,12,19,16,15,3,4,0,0,0,2,8,84
Inspired,Medium,12 (15 with mage armor),1.7751479289940828,11,14,10,16,10,16,2,3,0,1,0,2,2,77
Intellect Devourer,Tiny,12,0.9319526627218935,6,14,13,12,11,10,0,2,0,3,0,1,2,66
Intelligent Black Pudding,Large,7,3.7721893491124256,16,5,16,14,6,1,0,0,0,0,4,6,4,58
Invisible Stalker,Medium,14,4.615384615384615,16,19,14,10,15,11,0,2,0,3,1,8,6,85
Iron Consul,Medium,16 (chain mail),1.997041420118343,17,11,16,12,15,16,1,2,0,0,0,1,2,87
Iron Defender,Medium,17 (natural armor),1.331360946745562,16,14,16,8,11,7,0,2,0,0,1,2,1,72
Iron Golem,Large,20 (natural armor),9.319526627218934,24,9,20,3,11,1,0,0,0,0,5,6,16,68
Ironscale Hydra,Gargantuan,17 (natural armor),8.032544378698224,22,10,22,2,10,7,0,1,0,0,1,0,12,73
Isolde,Medium,19 (scale mail),3.6390532544378695,18,18,16,14,12,16,4,4,0,6,0,0,5,94
Isperia,Gargantuan,17 (natural armor),11.58284023668639,20,14,18,23,26,20,4,4,0,0,3,2,21,121
Istarian Drone,Medium,17 (natural armor),5.636094674556213,20,10,18,4,10,4,0,0,0,0,2,5,6,66
Ixitxachitl,Small,15 (natural armor),0.7988165680473372,12,16,13,12,13,7,0,0,0,0,0,0,0.25,73
Ixitxachitl Cleric,Small,15 (natural armor),0.7988165680473372,12,16,13,12,13,7,0,0,0,0,0,0,0.25,73
Jabberwock,Huge,18 (natural armor),5.103550295857988,20,12,20,4,7,11,6,1,1,0,1,3,13,74
Jackal,Small,12,0.1331360946745562,8,15,11,3,12,6,0,1,0,0,0,0,0,55
Jackalwere,Medium,12,0.7988165680473372,11,15,11,13,11,10,0,3,0,0,3,0,0.5,71
Jaculi,Large,14 (natural armor),0.7100591715976331,15,14,11,2,8,3,0,3,0,0,0,0,0.5,53
Jade Giant Spider,Large,17 (natural armor),11.094674556213016,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Jammer Leech,Tiny,12 (natural armor),1.198224852071006,11,1,16,1,10,1,0,0,0,0,0,3,1,40
Jarad Vod Savo,Medium,17 (natural armor),7.988165680473372,14,16,16,20,16,15,3,3,0,3,1,5,22,97
Jiangshi,Medium,16 (natural armor),5.281065088757396,18,3,18,17,14,12,4,0,0,0,0,5,9,82
Juiblex,Huge,18 (natural armor),15.532544378698224,24,10,23,20,20,16,3,1,0,3,4,13,23,113
Junior Drow Priestess of Lolth,Medium,13 (chain shirt),1.198224852071006,10,10,12,13,16,13,0,4,0,0,0,0,2,74
Juvenile Eldritch Horror,Huge,17 (natural armor),7.455621301775148,23,16,18,18,14,12,0,2,0,0,1,0,11,101
Juvenile Hook Horror,Medium,13 (natural armor),1.7307692307692306,15,10,15,6,12,7,0,1,0,0,0,0,2,65
Juvenile Kraken,Huge,16 (natural armor),9.186390532544378,24,11,20,19,15,17,5,0,0,3,1,2,14,106
Juvenile Mimic,Tiny,11,0.3106508875739645,1,12,13,10,13,10,0,1,0,0,1,1,0,59
Kalaman Soldier,Small or Medium,"18 (chain mail, shield)",0.7100591715976331,13,12,12,10,11,10,0,2,0,0,0,0,0.5,68
Kalaraq Quori,Medium,18 (natural armor),7.144970414201183,12,21,18,23,24,25,3,3,0,6,0,9,19,123
Kalashtar,Medium,12,0.7100591715976331,12,14,12,13,15,15,0,3,0,1,0,0,0.25,81
Kamadan,Large,13 (natural armor),2.9733727810650885,16,16,14,3,14,10,0,2,0,0,0,0,4,73
Kapak Draconian,Medium,15 (natural armor),1.7307692307692306,11,17,14,12,13,11,1,3,0,0,1,1,3,78
Karrnathi Undead Soldier,Medium,17 (half plate armor),2.3076923076923075,16,14,16,12,13,5,0,2,0,2,0,3,3,76
Keg Robot,Medium,14 (natural armor),1.7307692307692306,16,16,15,6,8,5,0,1,0,3,2,6,2,66
Kelpie,Medium,14 (natural armor),2.9733727810650885,14,14,16,7,12,10,0,2,0,3,0,3,4,73
Kender Skirmisher,Small,14 (leather armor),0.621301775147929,8,16,10,12,8,14,0,3,0,0,0,1,0.25,68
Kenku,Medium,13,0.5769230769230769,10,16,10,11,10,10,0,3,0,0,0,0,0.25,67
Ki-rin,Large,20 (natural armor),6.789940828402367,21,16,16,19,20,20,0,3,0,0,1,1,12,112
Kiddywidget,Small,16 (natural armor),0.665680473372781,6,14,18,1,10,1,0,0,0,0,2,6,0.5,50
Killer Whale,Huge,12 (natural armor),3.994082840236686,19,10,13,3,12,7,0,1,0,0,0,0,3,64
Kindori,Gargantuan,11 (natural armor),8.964497041420119,25,7,17,6,14,7,0,0,0,0,0,0,7,76
Knight,Medium,18 (plate armor),2.3076923076923075,16,11,14,11,11,15,2,0,0,0,0,0,3,78
Knight of the Black Sword,Medium,13 (leather armor),1.4644970414201182,11,14,12,10,13,14,0,3,0,0,0,0,2,74
Knight of the Mithral Shield,Medium,"20 (plate armor, shield)",2.3076923076923075,16,11,14,11,11,15,2,0,0,1,0,0,3,78
Knight of the Order,Medium,13 (broken chainmail),6.035502958579881,18,14,18,13,16,18,4,0,0,2,1,6,5,97
Knucklehead Trout,Small,12,0.3106508875739645,14,14,11,1,6,1,0,0,0,0,0,0,0,47
Koalinth,Medium,14 (scale mail),0.7100591715976331,13,11,12,11,10,11,1,2,0,0,0,0,0.5,68
Koalinth Sergeant,Medium,14 (scale mail),1.4644970414201182,14,11,12,11,10,12,2,2,0,0,0,0,2,70
Kobold,Small,12,0.22189349112426035,7,15,9,8,7,8,0,0,0,0,0,0,0.125,54
Kobold Commoner,Small,10,0.1331360946745562,10,10,10,10,10,10,0,0,0,0,0,0,0,60
Kobold Dragonshield,Small,"15 (leather, shield)",1.952662721893491,12,15,14,8,9,10,0,1,0,1,0,0,1,68
Kobold Elite,Small,12,0.3106508875739645,7,15,9,8,7,8,0,0,0,0,0,0,0.125,54
Kobold Inventor,Small,12,0.5769230769230769,7,15,12,14,10,8,0,0,0,0,0,0,0.25,66
Kobold Scale Sorcerer,Small,15 (natural armor),1.198224852071006,7,15,14,10,9,14,0,2,0,0,0,0,1,69
Kobold Tinkerer,Small,12,0.4437869822485207,7,14,10,15,7,9,0,2,0,0,0,0,0.25,62
Kobold Underling,Small,13,0.3106508875739645,7,16,9,8,9,8,0,0,0,0,0,0,0.125,57
Kobold Vampire Spawn,Small,14,1.7307692307692306,10,18,16,8,8,8,2,2,0,3,0,0,3,68
Koi Prawn,Large,13 (natural armor),0.7100591715976331,12,15,11,2,12,5,0,0,0,0,0,0,0.5,57
Korred,Small,17 (natural armor),4.127218934911243,23,14,20,10,15,9,0,3,0,3,0,0,7,91
Kraken,Gargantuan,18 (natural armor),20.946745562130175,30,11,25,22,18,20,5,0,0,0,3,2,23,126
Kraken Priest,Medium,15 (natural armor),3.328402366863905,12,10,16,10,15,14,0,1,0,0,0,0,5,77
Kraul Death Priest,Medium,18 (natural armor),2.8846153846153846,16,12,14,12,15,10,2,3,0,0,0,0,4,79
Kraul Warrior,Medium,18 (natural armor),1.198224852071006,15,12,13,10,11,8,0,0,0,0,0,0,0.5,69
Kruthik Hive Lord,Large,20 (natural armor),4.526627218934911,19,16,17,10,14,10,0,1,0,0,0,0,5,86
