Name,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,gargantuan,huge,large,medium,or,small,tiny,Overall
Gelatinous Cube,6,3.727810650887574,14,3,20,1,6,1,0,0,0,0,0,6,2,0,0,1,0,0,0,0,45
Gem Stalker,17,2.9733727810650885,17,15,14,15,10,6,2,2,0,1,0,0,5,0,0,1,0,0,0,0,77
Geryon,19,13.31360946745562,29,17,22,19,16,23,4,3,0,3,3,4,22,0,1,0,0,0,0,0,126
Ghast,13,1.5976331360946745,16,17,10,11,10,8,0,0,0,1,1,3,2,0,0,0,1,0,0,0,72
Ghost,11,1.997041420118343,7,13,10,10,12,17,0,0,0,6,3,9,4,0,0,0,1,0,0,0,69
Ghost Dragon,10,14.37869822485207,20,10,25,16,15,19,3,2,0,3,4,9,17,0,1,0,0,0,0,0,105
Ghostblade Eidolon,12,2.4408284023668636,16,15,12,13,12,14,0,3,0,3,1,8,5,0,0,0,1,0,0,0,82
Ghoul,12,0.9763313609467456,13,15,10,7,10,6,0,0,0,0,1,3,1,0,0,0,1,0,0,0,61
Giant Ape,12,6.967455621301775,23,14,18,7,12,7,0,2,0,0,0,0,7,0,1,0,0,0,0,0,81
Giant Badger,10,0.5769230769230769,13,10,15,2,12,5,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,57
Giant Bat,13,0.9763313609467456,15,16,11,2,12,6,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,62
Giant Boar,12,1.863905325443787,17,10,16,2,7,5,0,0,0,0,0,0,2,0,0,1,0,0,0,0,57
Giant Canary,12,1.1538461538461537,10,14,12,2,10,6,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,54
Giant Centipede,13,0.17751479289940827,5,14,12,1,7,3,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,42
Giant Constrictor Snake,12,2.662721893491124,19,14,12,1,10,3,0,1,0,0,0,0,2,0,1,0,0,0,0,0,59
Giant Coral Snake,13,3.994082840236686,12,16,14,2,10,3,0,1,0,0,0,0,4,0,0,1,0,0,0,0,57
Giant Crab,15,0.5769230769230769,13,15,11,1,9,3,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,52
Giant Crayfish,15,1.997041420118343,15,13,13,1,9,3,0,1,0,0,0,0,2,0,0,1,0,0,0,0,54
Giant Crocodile,14,3.7721893491124256,21,9,17,2,10,7,0,1,0,0,0,0,5,0,1,0,0,0,0,0,66
Giant Dragonfly,16,0.9763313609467456,15,18,11,3,10,3,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,60
Giant Eagle,13,1.1538461538461537,16,17,13,8,14,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,78
Giant Elk,14,1.863905325443787,19,16,14,7,14,10,0,1,0,0,0,0,2,0,1,0,0,0,0,0,80
Giant Fire Beetle,13,0.17751479289940827,8,10,12,1,7,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41
Giant Fly,11,0.8431952662721893,14,13,13,2,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55
Giant Flying Spider,14,1.1538461538461537,14,16,12,2,11,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,59
Giant Four-Armed Gargoyle,17,6.523668639053254,19,11,20,6,11,9,1,1,0,3,1,3,10,0,0,1,0,0,0,0,76
Giant Frog,11,0.7988165680473372,12,13,11,2,10,3,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,51
Giant Goat,11,0.8431952662721893,17,11,12,3,12,6,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,61
Giant Hyena,12,1.997041420118343,16,14,14,2,12,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65
Giant Ice Toad,14,2.3076923076923075,16,13,14,8,10,6,0,0,0,0,1,0,3,0,0,1,0,0,0,0,67
Giant Lightning Eel,13,1.863905325443787,11,17,16,2,12,3,0,0,0,1,0,0,3,0,0,1,0,0,0,0,61
Giant Lizard,12,0.8431952662721893,15,12,13,2,10,5,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,57
Giant Mutated Drow,14,8.875739644970414,27,10,22,12,16,16,3,2,0,0,0,0,9,0,1,0,0,0,0,0,103
Giant Octopus,11,2.3076923076923075,17,13,13,4,10,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,61
Giant Owl,12,0.8431952662721893,13,15,12,8,13,10,0,2,0,0,0,0,0.25,0,0,1,0,0,0,0,71
Giant Poisonous Snake,14,0.4881656804733728,10,18,13,2,10,3,0,1,0,0,0,0,0.25,0,0,0,1,0,0,0,56
Giant Rat,12,0.3106508875739645,7,15,11,2,10,4,0,0,0,0,0,0,0.125,0,0,0,0,0,1,0,49
Giant Raven,10,0.9763313609467456,15,10,15,6,12,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65
Giant Riding Lizard,12,0.8431952662721893,15,12,13,2,10,5,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,57
Giant Rocktopus,11,2.3076923076923075,17,13,13,4,10,4,0,2,0,0,0,0,1,0,0,1,0,0,0,0,61
Giant Scorpion,15,2.3076923076923075,15,13,15,1,9,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,56
Giant Sea Eel,14,0.8431952662721893,11,14,12,7,10,7,1,2,0,0,0,0,0.5,0,0,1,0,0,0,0,61
Giant Sea Horse,13,0.7100591715976331,12,15,11,2,12,5,0,0,0,0,0,0,0.5,0,0,1,0,0,0,0,57
Giant Shark,13,5.59171597633136,23,11,21,1,10,5,0,1,0,0,0,0,5,0,1,0,0,0,0,0,71
Giant Shark Skeleton,13,5.59171597633136,23,11,21,1,10,5,0,1,1,0,1,2,5,0,1,0,0,0,0,0,71
Giant Skeleton,17,5.103550295857988,21,10,20,4,6,6,0,0,1,0,1,2,7,0,1,0,0,0,0,0,67
Giant Snail,11,0.9763313609467456,15,3,11,3,10,3,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,45
Giant Snapping Turtle,17,3.328402366863905,19,10,14,2,12,5,0,0,0,0,0,0,3,0,0,1,0,0,0,0,62
Giant Space Hamster,11,0.9763313609467456,14,12,10,2,12,4,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,54
Giant Spider,14,1.1538461538461537,14,16,12,2,11,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,59
Giant Strider,14,0.9763313609467456,18,13,14,4,12,6,0,0,0,0,1,0,1,0,0,1,0,0,0,0,67
Giant Subterranean Lizard,14,2.9289940828402363,21,9,17,2,10,7,0,1,0,0,0,0,4,0,1,0,0,0,0,0,66
Giant Swan,13,1.1538461538461537,16,17,13,8,14,10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,78
Giant Toad,11,1.7307692307692306,15,13,13,2,10,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,56
Giant Vulture,10,0.9763313609467456,15,10,15,6,12,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65
Giant Walrus,9,3.7721893491124256,22,9,16,3,11,4,0,0,0,0,0,0,4,0,1,0,0,0,0,0,65
Giant Wasp,12,0.5769230769230769,10,14,10,1,10,3,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,48
Giant Weasel,13,0.3994082840236686,11,16,10,4,12,5,0,2,0,0,0,0,0.125,0,0,0,1,0,0,0,58
Giant White Moray Eel,12,2.662721893491124,19,14,12,1,10,3,0,2,0,0,0,0,2,0,1,0,0,0,0,0,59
Giant Wolf Spider,13,0.4881656804733728,12,16,13,3,12,4,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,60
Gibbering Mouther,9,2.9733727810650885,10,8,16,3,10,6,0,0,0,0,0,1,2,0,0,0,1,0,0,0,53
Giff,16,2.662721893491124,18,14,17,11,12,12,0,0,0,0,0,0,3,0,0,0,1,0,0,0,84
Giff Shipmate,12,3.328402366863905,18,14,17,11,12,12,0,0,0,0,0,0,3,0,0,0,1,0,0,0,84
Giff Shock Trooper,18,4.127218934911243,20,14,18,11,12,13,3,3,0,0,0,0,6,0,0,0,1,0,0,0,88
Giff Warlord,17,7.899408284023668,22,15,18,14,14,18,4,3,0,0,0,0,10,0,0,0,1,0,0,0,101
Gingwatzim,12,1.7307692307692306,3,15,16,4,11,6,0,0,0,0,1,1,2,0,0,0,0,0,1,0,55
Girallon,13,2.618343195266272,18,16,16,5,12,7,0,2,0,0,0,0,4,0,0,1,0,0,0,0,74
Girallon Zombie,11,2.618343195266272,18,12,16,3,7,5,0,0,0,0,1,1,3,0,0,1,0,0,0,0,61
Githyanki Buccaneer,16,2.57396449704142,16,14,14,16,13,13,3,4,0,0,0,0,3,0,0,0,1,0,0,0,86
Githyanki Gish,17,5.769230769230769,17,15,14,16,15,16,3,3,0,0,0,0,10,0,0,0,1,0,0,0,93
Githyanki Kith'rak,18,7.988165680473372,18,16,17,16,15,17,3,2,0,0,0,0,12,0,0,0,1,0,0,0,99
Githyanki Knight,18,4.038461538461538,16,14,15,14,14,15,3,0,0,0,0,0,8,0,0,0,1,0,0,0,88
Githyanki Star Seer,13,4.881656804733727,11,11,14,19,16,14,3,2,0,1,0,0,7,0,0,0,1,0,0,0,85
Githyanki Supreme Commander,18,8.298816568047338,19,17,18,16,16,18,3,2,0,0,0,0,14,0,0,0,1,0,0,0,104
Githyanki Warrior,17,2.1745562130177514,15,14,12,13,13,10,3,0,0,0,0,0,3,0,0,0,1,0,0,0,77
Githyanki Xenomancer,14,6.967455621301775,14,18,17,15,18,13,3,4,0,0,0,0,9,0,0,0,1,0,0,0,95
Githzerai Anarch,20,6.390532544378698,16,21,18,18,20,14,4,3,0,0,0,0,16,0,0,0,1,0,0,0,107
Githzerai Enlightened,18,4.970414201183432,14,19,16,17,19,13,4,3,0,0,0,0,10,0,0,0,1,0,0,0,98
Githzerai Monk,14,1.6863905325443787,12,15,12,13,14,10,4,2,0,0,0,0,2,0,0,0,1,0,0,0,76
Githzerai Zerth,17,3.727810650887574,13,18,15,16,17,12,4,3,0,0,0,0,6,0,0,0,1,0,0,0,91
Glabrezu,17,6.967455621301775,20,15,21,19,17,16,4,0,0,5,1,1,9,0,0,1,0,0,0,0,108
Gladiator,16,4.970414201183432,18,15,16,10,12,15,3,2,0,0,0,0,5,0,0,0,1,0,0,0,86
Glass Pegasus,15,2.618343195266272,18,15,16,10,15,13,3,1,0,0,0,5,2,0,0,1,0,0,0,0,87
Glasswork Golem,13,1.5976331360946745,13,10,10,1,10,1,3,0,0,0,2,8,2,0,0,0,1,0,0,0,45
Gloamwing,16,6.035502958579881,20,16,17,2,11,6,2,2,0,3,1,4,8,0,0,1,0,0,0,0,72
Gloomstalker,15,3.994082840236686,22,16,14,5,17,14,2,4,1,0,0,0,6,0,0,1,0,0,0,0,88
Gnoll,15,0.9763313609467456,14,12,11,6,10,7,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,60
Gnoll Fang of Yeenoghu,14,2.8846153846153846,17,15,15,10,11,13,3,0,0,0,0,0,4,0,0,0,1,0,0,0,81
Gnoll Flesh Gnawer,14,0.9763313609467456,12,14,12,8,10,8,1,0,0,0,0,0,1,0,0,0,1,0,0,0,64
Gnoll Hunter,13,0.9763313609467456,14,14,12,8,12,8,0,2,0,0,0,0,0.5,0,0,0,1,0,0,0,68
Gnoll Pack Lord,15,2.1745562130177514,16,14,13,8,11,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,71
Gnoll Vampire,17,4.127218934911243,20,18,18,6,12,9,2,0,0,3,0,0,8,0,0,0,1,0,0,0,83
Gnoll Witherling,12,0.4881656804733728,14,8,12,5,5,5,0,0,0,0,1,2,0.25,0,0,0,1,0,0,0,49
Gnome Ceremorph,16,2.57396449704142,6,14,12,19,17,17,3,6,0,0,0,0,5,0,0,0,0,0,1,0,85
Gnome Squidling,8,0.4437869822485207,4,7,10,4,10,3,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,38
Goat,10,0.17751479289940827,12,10,11,2,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50
Goblin,15,0.3106508875739645,8,14,10,10,8,8,0,1,0,0,0,0,0.25,0,0,0,0,0,1,0,58
Goblin Boss,17,0.9319526627218935,10,14,10,10,8,10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,62
Goblin Commoner,10,0.1331360946745562,8,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,58
Goblin Gang Member,14,0.4437869822485207,8,16,10,10,10,8,0,1,0,0,0,0,0.25,0,0,0,0,0,1,0,62
Gold Dragon Wyrmling,17,2.662721893491124,19,14,17,14,11,16,4,2,0,0,1,0,3,0,0,0,1,0,0,0,91
Gold Greatwyrm,22,25.07396449704142,30,16,29,21,22,30,5,3,0,0,1,3,28,1,0,0,0,0,0,0,148
Gold-Forged Sentinel,16,3.3727810650887573,18,13,19,3,16,10,0,1,0,0,2,5,5,0,0,1,0,0,0,0,79
Golden Stag,10,0.5769230769230769,16,10,12,2,10,6,0,0,0,0,0,0,0.25,0,0,1,0,0,0,0,56
Golgari Shaman,14,3.905325443786982,11,15,12,12,17,16,2,4,0,0,0,0,5,0,0,0,1,0,0,0,83
Goliath Warrior,12,2.9733727810650885,18,11,16,10,15,10,0,3,0,1,0,0,3,0,0,0,1,0,0,0,80
Goliath Werebear,10,7.144970414201183,20,10,18,10,15,10,0,3,1,1,3,0,8,0,0,0,1,0,0,0,83
Gorgon,19,5.059171597633136,20,11,18,2,12,7,0,1,0,0,0,1,5,0,0,1,0,0,0,0,70
Goristro,19,13.75739644970414,25,11,25,6,13,14,4,1,0,5,1,1,17,0,1,0,0,0,0,0,94
Gorzil's Gang Troglodyte,14,0.5769230769230769,14,10,14,6,10,6,0,1,0,0,0,0,0.25,0,0,0,1,0,0,0,60
Gray Ooze,8,0.9763313609467456,12,6,16,1,6,2,0,1,0,3,0,6,0.5,0,0,0,1,0,0,0,43
Gray Render,19,8.38757396449704,19,13,20,3,6,8,2,1,0,0,0,0,12,0,0,1,0,0,0,0,69
Gray Scavver,12,0.8431952662721893,16,13,15,1,10,1,0,0,0,0,0,0,0.25,0,0,0,1,0,0,0,56
Gray Slaad,18,5.636094674556213,17,17,16,13,8,14,0,2,0,5,0,0,9,0,0,0,1,0,0,0,85
Graz'zt,20,15.355029585798816,22,15,21,23,21,26,3,3,0,3,3,4,24,0,0,1,0,0,0,0,128
Greater Death Dragon,16,10.207100591715976,23,10,20,11,14,10,2,2,0,1,2,2,14,0,1,0,0,0,0,0,88
Greater Star Spawn Emissary,15,12.8698224852071,24,13,26,27,22,25,4,2,0,4,0,2,21,0,1,0,0,0,0,0,137
Greater Zombie,15,4.304733727810651,18,10,17,4,6,6,1,0,0,2,1,5,5,0,0,0,1,0,0,0,61
Green Abishai,18,8.653846153846153,12,17,16,17,12,19,2,4,0,3,2,1,15,0,0,0,1,0,0,0,93
Green Dragon Wyrmling,17,1.6863905325443787,15,12,13,14,11,13,4,2,0,0,1,1,2,0,0,0,1,0,0,0,78
Green Greatwyrm,22,23.653846153846153,30,14,30,21,20,26,4,3,0,0,1,3,27,1,0,0,0,0,0,0,141
Green Hag,17,3.6390532544378695,18,12,16,13,14,14,0,4,0,0,0,0,3,0,0,0,1,0,0,0,87
Green Slaad,16,5.636094674556213,18,15,16,11,8,12,0,2,0,5,0,0,8,0,0,1,0,0,0,0,80
Grell,12,2.4408284023668636,15,14,13,12,11,9,0,2,0,0,1,2,3,0,0,0,1,0,0,0,74
Gremishka,12,0.4437869822485207,6,14,10,12,11,4,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,57
Grick,14,1.198224852071006,14,14,11,3,14,5,0,0,0,3,0,0,2,0,0,0,1,0,0,0,61
Grick Alpha,18,3.328402366863905,18,16,15,4,14,9,0,0,0,3,0,0,7,0,0,1,0,0,0,0,76
Griffon,12,2.618343195266272,18,15,16,2,13,8,0,1,0,0,0,0,2,0,0,1,0,0,0,0,72
Griffon Cavalry Rider,17,2.57396449704142,14,15,14,10,12,10,0,3,0,0,0,0,2,0,0,0,1,0,0,0,75
Grimlock,11,0.4881656804733728,16,12,12,9,8,6,0,3,0,0,0,1,0.25,0,0,0,1,0,0,0,63
Grippli Warrior,12,0.5769230769230769,10,15,12,10,14,10,0,3,0,0,0,0,0.25,0,0,0,0,0,1,0,71
Groff,13,3.0177514792899407,20,10,17,4,13,7,0,2,0,0,0,0,4,0,0,1,0,0,0,0,71
Grung,12,0.4881656804733728,7,14,15,10,11,10,1,4,0,0,1,1,0.25,0,0,0,0,0,1,0,67
Grung Elite Warrior,13,2.1745562130177514,7,16,15,10,11,12,1,4,0,0,1,1,2,0,0,0,0,0,1,0,71
Grung Wildling,16,1.198224852071006,7,16,15,10,15,11,1,4,0,0,1,1,1,0,0,0,0,0,1,0,74
Guard,16,0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,68
Guard Drake,14,2.3076923076923075,16,11,16,4,10,7,0,1,0,0,0,0,2,0,0,0,1,0,0,0,64
Guardian Giant,19,6.079881656804734,24,17,22,10,18,12,2,2,0,0,0,0,8,0,1,0,0,0,0,0,103
Guardian Naga,18,5.636094674556213,19,18,16,16,19,18,5,0,0,0,1,2,10,0,0,1,0,0,0,0,106
Guardian Portrait,5,0.9763313609467456,1,1,10,14,10,10,0,0,0,0,1,9,1,0,0,0,1,0,0,0,46
Guardian Wolf,14,2.9289940828402363,22,14,16,5,12,8,0,2,0,0,0,0,4,0,1,0,0,0,0,0,77
Gynosphinx,17,6.035502958579881,18,15,16,18,18,18,0,4,0,3,1,2,11,0,0,1,0,0,0,0,103
Hadozee Explorer,15,2.1745562130177514,11,17,13,13,17,14,2,4,0,0,0,0,2,0,0,0,1,0,0,0,85
Hadozee Shipmate,12,0.3994082840236686,11,14,11,10,14,12,2,2,0,0,0,0,0.125,0,0,0,1,0,0,0,72
Hadozee Warrior,16,0.7100591715976331,11,16,13,10,13,12,2,3,0,0,0,0,0.5,0,0,0,1,0,0,0,75
Hadrosaurus,11,0.8431952662721893,15,10,13,2,10,5,0,1,0,0,0,0,0.25,0,0,1,0,0,0,0,55
Hag of the Fetid Gaze,17,3.6390532544378695,18,12,16,13,14,14,0,4,0,0,0,0,3,0,0,0,1,0,0,0,87
Haint,12,3.328402366863905,7,15,17,10,13,17,0,2,0,5,3,9,7,0,0,0,1,0,0,0,79
Halaster Horror,20,2.662721893491124,18,13,16,10,10,10,0,1,0,3,3,8,4,0,0,0,1,0,0,0,77
Half-Blue Dragon Gladiator,16,4.970414201183432,18,15,16,10,12,15,3,2,0,1,0,0,5,0,0,0,1,0,0,0,86
Half-Green Dragon Assassin,15,3.4615384615384612,11,16,14,13,11,10,2,4,0,1,0,0,8,0,0,0,1,0,0,0,75
Half-Ogre (Ogrillon),12,1.331360946745562,17,10,14,7,9,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,67
Half-Red Dragon Gladiator,16,4.970414201183432,18,15,16,10,12,15,3,2,0,1,0,0,5,0,0,0,1,0,0,0,86
Half-Red Dragon Veteran,18,2.8846153846153846,16,13,14,10,11,10,0,2,0,1,0,0,5,0,0,0,1,0,0,0,74
Hare,13,0.04437869822485207,1,17,9,2,11,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,44
Harengon Brigand,14,0.3994082840236686,14,17,11,10,11,10,1,2,0,0,0,0,0.125,0,0,0,1,0,0,0,73
Harengon Sniper,14,0.3994082840236686,10,17,11,10,13,10,1,3,0,0,0,0,0.25,0,0,0,1,0,0,0,71
Harpy,11,1.6863905325443787,12,13,12,7,10,13,0,0,0,0,0,0,1,0,0,0,1,0,0,0,67
Harpy Matriarch,14,3.905325443786982,13,16,12,9,10,16,2,1,0,0,0,0,5,0,0,0,1,0,0,0,76
Hashalaq Quori,17,4.393491124260355,12,14,13,18,16,18,2,4,0,1,0,2,9,0,0,0,1,0,0,0,91
Hawk,13,0.04437869822485207,5,16,8,2,14,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,51
Headless Iron Golem,20,6.65680473372781,24,9,20,3,11,1,0,0,0,0,5,6,10,0,0,1,0,0,0,0,68
Hell Hound,15,1.997041420118343,17,12,14,6,13,6,0,1,0,0,1,0,3,0,0,0,1,0,0,0,68
Hellfire Engine,18,9.585798816568047,20,16,24,2,10,1,3,0,0,4,2,7,16,0,1,0,0,0,0,0,73
Hellwasp,19,2.3076923076923075,18,15,12,10,10,7,2,0,1,0,1,0,5,0,0,1,0,0,0,0,72
Hellwasp Grub,13,0.17751479289940827,5,14,12,1,7,3,0,0,0,0,0,0,0.25,0,0,0,0,0,1,0,42
Helmed Horror,20,2.662721893491124,18,13,16,10,10,10,0,1,0,3,3,8,4,0,0,0,1,0,0,0,77
Hezrou,16,6.035502958579881,19,17,20,5,12,13,3,0,0,5,1,1,8,0,0,1,0,0,0,0,86
Hill Giant,13,4.659763313609467,21,8,19,5,9,6,0,1,0,0,0,0,5,0,1,0,0,0,0,0,68
Hill Giant Sergeant,16,5.103550295857988,21,8,19,5,9,6,0,1,0,0,0,0,5,0,1,0,0,0,0,0,68
Hill Giant Servant,11,2.618343195266272,19,8,16,5,7,7,0,0,0,0,0,0,2,0,0,1,0,0,0,0,62
Hill Giant Subchief,17,5.59171597633136,23,15,20,10,12,9,3,2,0,0,0,0,7,0,1,0,0,0,0,0,89
Hippocamp,13,0.9763313609467456,14,15,11,5,10,6,0,0,0,1,0,0,0.5,0,0,1,0,0,0,0,61
Hippogriff,11,0.8431952662721893,17,13,13,2,12,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,65
Hoard Mimic,14,5.458579881656805,21,12,17,10,16,10,2,2,0,0,0,1,8,0,1,0,0,0,0,0,86
Hoard Scarab,14,0.3106508875739645,4,16,11,3,8,6,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,48
Hobgoblin,18,0.4881656804733728,13,12,12,10,10,9,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,66
Hobgoblin Captain,17,1.7307692307692306,15,14,14,12,10,13,0,0,0,0,0,0,3,0,0,0,1,0,0,0,78
Hobgoblin Devastator,13,1.997041420118343,13,12,14,16,13,11,0,1,0,0,0,0,4,0,0,0,1,0,0,0,79
Hobgoblin Iron Shadow,15,1.4201183431952662,14,16,15,14,15,11,0,3,0,0,0,0,2,0,0,0,1,0,0,0,85
Hobgoblin Warlord,20,4.304733727810651,16,14,16,14,11,15,3,0,0,0,0,0,6,0,0,0,1,0,0,0,86
Hollow Dragon,19,10.695266272189349,23,12,21,16,13,21,4,3,0,1,2,6,18,0,1,0,0,0,0,0,106
Hollyphant,18,1.5976331360946745,10,11,12,16,19,16,3,0,0,3,1,1,5,0,0,0,0,0,1,0,84
Homunculus,13,0.22189349112426035,4,15,11,10,10,7,0,0,0,0,1,2,0,0,0,0,0,0,0,1,57
Homunculus Servant,13,0.04437869822485207,4,15,12,10,10,7,1,2,0,0,1,2,0,0,0,0,0,0,0,1,58
Hook Horror,15,3.328402366863905,18,10,15,6,12,7,0,1,0,0,0,0,3,0,0,1,0,0,0,0,68
Hook Horror Spore Servant,15,3.328402366863905,18,10,15,2,6,1,0,0,0,1,0,4,3,0,0,0,1,0,0,0,52
Horizonback Tortoise,17,10.07396449704142,28,3,25,4,10,5,2,0,0,0,1,1,8,1,0,0,0,0,0,0,75
Horncaller,13,1.7307692307692306,13,12,14,10,14,13,0,3,0,0,0,0,1,0,0,0,1,0,0,0,76
Horned Devil,18,7.899408284023668,22,17,21,12,16,17,4,0,0,3,2,1,11,0,0,1,0,0,0,0,105
Howler,16,3.994082840236686,17,16,15,5,14,6,0,1,0,5,0,1,8,0,0,1,0,0,0,0,73
Howling Hatred Initiate,13,0.3994082840236686,10,15,10,10,9,11,0,3,0,0,0,0,0.125,0,0,0,1,0,0,0,65
Howling Hatred Priest,15,1.997041420118343,12,16,10,14,10,14,0,3,0,0,0,0,2,0,0,0,1,0,0,0,76
Huge Giant Crab,15,7.144970414201183,20,15,20,1,9,3,0,1,0,0,0,3,8,0,1,0,0,0,0,0,68
Huge Gray Ooze,8,6.745562130177515,18,6,16,1,6,2,0,1,0,3,0,6,8,0,1,0,0,0,0,0,49
Huge Ochre Jelly,8,2.2633136094674553,15,6,14,2,6,1,0,0,0,1,2,6,2,0,1,0,0,0,0,0,44
Huge Polar Bear,12,2.8846153846153846,20,10,16,2,13,7,0,1,0,0,0,0,2,0,1,0,0,0,0,0,68
Huge Stone Golem,17,8.653846153846153,22,9,20,3,11,1,0,0,0,0,4,6,10,0,1,0,0,0,0,0,66
Hulking Crab,17,3.3727810650887573,19,8,16,3,11,3,0,1,0,0,0,0,5,0,1,0,0,0,0,0,60
Hulking Shadow,14,5.902366863905325,20,9,18,3,8,1,0,0,0,0,5,6,9,0,0,1,0,0,0,0,59
Hundred-Handed One,15,10.784023668639053,26,15,25,14,16,16,2,2,0,0,0,1,15,0,1,0,0,0,0,0,112
Hungry Sorrowsworn,17,9.985207100591715,19,10,17,6,11,6,0,0,0,3,0,0,11,0,0,0,1,0,0,0,69
Hunter Shark,12,1.997041420118343,18,13,15,1,10,4,0,1,0,0,0,0,2,0,0,1,0,0,0,0,61
Hurricane,14,1.4644970414201182,12,16,13,10,12,10,0,1,0,0,0,0,2,0,0,0,1,0,0,0,73
Husk Zombie,10,1.6420118343195265,16,10,16,3,6,5,2,0,0,0,1,1,1,0,0,0,1,0,0,0,56
Hutijin,19,8.875739644970414,27,15,25,23,19,25,3,2,0,3,2,4,21,0,0,1,0,0,0,0,134
Hybrid Brute,18,2.3076923076923075,18,11,15,8,11,9,0,0,0,0,0,0,2,0,0,0,1,0,0,0,72
Hybrid Flier,13,1.7307692307692306,12,16,14,11,10,11,0,0,0,1,0,0,2,0,0,0,1,0,0,0,74
Hybrid Poisoner,14,1.1538461538461537,12,19,14,12,13,12,2,3,0,0,1,1,1,0,0,0,1,0,0,0,82
Hybrid Shocker,12,1.7307692307692306,13,14,14,10,12,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,72
Hybrid Spy,13,0.9763313609467456,11,17,12,13,14,9,0,2,0,0,0,0,0.5,0,0,0,1,0,0,0,76
Hydra,15,7.633136094674556,20,12,20,2,10,7,0,1,0,0,0,0,8,0,1,0,0,0,0,0,71
Hydroloth,15,5.991124260355029,12,21,16,19,10,14,0,2,1,4,2,1,9,0,0,0,1,0,0,0,92
Hyena,11,0.22189349112426035,11,13,12,2,12,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,55
Hypnos Magen,12,1.5088757396449703,10,14,18,14,10,7,0,0,0,0,1,5,1,0,0,0,1,0,0,0,73
Hythonia,17,8.831360946745562,21,17,19,14,16,18,3,4,0,0,1,3,17,0,0,1,0,0,0,0,105
Ice Devil,18,7.988165680473372,21,14,18,18,15,18,4,0,0,3,3,1,14,0,0,1,0,0,0,0,104
Ice Mephit,11,0.9319526627218935,7,13,10,9,11,12,0,2,2,0,2,1,0.5,0,0,0,0,0,1,0,62
Ice Piercer,15,0.9763313609467456,10,13,16,1,7,3,0,1,0,0,1,0,0.5,0,0,0,1,0,0,0,50
Ice Spider,14,1.1538461538461537,14,16,12,2,11,4,0,1,0,1,0,0,1,0,0,1,0,0,0,0,59
Ice Spider Queen,14,1.952662721893491,14,16,12,2,11,4,0,1,0,1,0,0,2,0,0,1,0,0,0,0,59
Ice Toad,12,1.4201183431952662,13,10,14,8,10,6,0,1,0,0,1,0,1,0,0,0,1,0,0,0,61
Ice Troll,16,5.103550295857988,18,8,22,7,9,7,0,1,0,0,1,0,8,0,0,1,0,0,0,0,71
Ice Troll,15,3.727810650887574,18,13,20,7,9,7,0,1,0,1,0,0,5,0,0,1,0,0,0,0,74
